,Causal Phrase,Sentiment
680,Very Nice picture quality,POSITIVE
681,Great picture qualityGood sound clearity,POSITIVE
682,Super  clarity,POSITIVE
683,Picture quality is really good,POSITIVE
684,Awesome picture quality,POSITIVE
685,Awesome picture quality,POSITIVE
686,picture quality awesome,POSITIVE
687,Screen cast problem,NEGATIVE
688,after 4 months of  usage its getting display,NEUTRAL
689,Video Quality Superb  Overall Performance,POSITIVE
690,good soun very good pictures,POSITIVE
691,picture quality was great,POSITIVE
692,picture quality very nice,POSITIVE
693,Image quality is not so good,NEGATIVE
694,Hard to connect screen cast,NEGATIVE
695,Nice picture quality,POSITIVE
696,Nice picture quality,POSITIVE
697,It is the best choice in this price range picture,POSITIVE
698,pictures is very nice,POSITIVE
699,Best hd pictures,POSITIVE
700,Very slow connectivity pls improve picture quality,POSITIVE
701,sounds good  picture,POSITIVE
702,nice picture quality,POSITIVE
703,Display quality very poor,NEGATIVE
704,the mi 4a tv is performing wellthe picture,NEUTRAL
705,picture quality very nice,POSITIVE
706,Excellent picture quality,POSITIVE
707,Picture quality is also very nice,POSITIVE
708,nice picture quality,POSITIVE
709,Nice picture,POSITIVE
710,performance Extremely GoodBrightness,NEUTRAL
711,Wonderful Smart TV with best picture quality,POSITIVE
712,Only one problem screen sharing not working,POSITIVE
713,nice picture quality,POSITIVE
714,mi tv nice picture quality,POSITIVE
715,Best picture quality,POSITIVE
716,best combo tata sky hd,POSITIVE
717,very nice picture quality,POSITIVE
718,MIpicture quality is awesome,POSITIVE
719,full HD so nice,POSITIVE
720,Awesome High Definition Picture Quality,POSITIVE
721,nice quality of picture,POSITIVE
722,picture clarify is very nice,POSITIVE
723,picture quality for this price is really good,POSITIVE
724,excellent picture quality,POSITIVE
725,picture quality is perfect on HD,POSITIVE
726,display quality very bad,NEGATIVE
727,nice pic qualityI am satisfied,POSITIVE
728,Good picture quality,POSITIVE
729,Nice picture quality,POSITIVE
730,Wonderful picture quality at an affordable,POSITIVE
731,can't expect very good quality pictures,NEGATIVE
732,HD video very good also TV have good sound quality,POSITIVE
733,Excellent picture quality,POSITIVE
734,Pictures quality are very good,POSITIVE
735,is best for picture,POSITIVE
736,picture quality not upto the mark,NEUTRAL
737,The picture quality is superb,POSITIVE
738,value for money in every aspect:great picture quality,POSITIVE
739,Excellent picture quality,POSITIVE
740,nice clarity,POSITIVE
741,screen mirror ing problem,NEGATIVE
742,picture quality is very nice,POSITIVE
743,Picture quality really good,POSITIVE
744,Picture quality is excellent,POSITIVE
745,best Led tv  superb picture quality,POSITIVE
746,good picture quality,POSITIVE
747,Awesome android hd tv in budget,POSITIVE
748,Nice picture Quality,POSITIVE
749,Best in class with best picture quality,POSITIVE
750,screen mirror is not working,NEUTRAL
751,awesome,POSITIVE
752,Picture quality is overall good not upto the best,NEGATIVE
753,Picture clarity is amazing,POSITIVE
754,one problem brightness,NEGATIVE
755,picture quality is Goodconnectivity very fast,NEUTRAL
756,nice picture Quality,POSITIVE
757,Bindas picture qualitygood,NEUTRAL
758,Over all good tv good picture quality,POSITIVE
759,Display quality : Too good,POSITIVE
760,One of the best 40inch full HD,POSITIVE
761,quality nice picture,POSITIVE
762,amazing picture quality good,POSITIVE
763,nice picture quality,POSITIVE
764,nice product picture quality,POSITIVE
765,picture quality  Good  android support,POSITIVE
766,good behaviour of installation engineer picture quality,POSITIVE
767,picture quality is not soo good,NEGATIVE
768,Nice picture quality,POSITIVE
769,nice picture quality,POSITIVE
770,nice picture quality,POSITIVE
771,Best TV in this range in term of Picture quality,POSITIVE
772,very nice picture,POSITIVE
773,Great voice nice picture,POSITIVE
774,picture quality good,POSITIVE
775,"superb, image quality",POSITIVE
776,it has nice connectivityNice picture quality,POSITIVE
777,Awesome Mi Android tv picture quality,POSITIVE
778,loved it picture quality was good,POSITIVE
779,awesome picture quality,POSITIVE
780,awesome pictures,POSITIVE
781,picture quality ok sound quality is good,POSITIVE
782,Picture quality is fine with good,POSITIVE
783,awesome picture quality,POSITIVE
784,it came with little bit scratch on screen,NEUTRAL
785,Picture quality is awesome,POSITIVE
786,Picture quality is ok,POSITIVE
787,Picture quality so poor cant ever compare with other TV,NEGATIVE
788,Awesome product mostly users are saying about picture quality but trust me friends it's awesome grate picture quality,POSITIVE
789,wao awesome picture quality full hd,POSITIVE
790,easy to use Great picture quality,POSITIVE
791,display is awesome,POSITIVE
792,my tv is display problem,NEGATIVE
793,picture quality is ok,POSITIVE
794,After one month daily Mi tv showing picture quality,NEUTRAL
795,wow just awesome good pictures,POSITIVE
796,Picture quality- Perfect,POSITIVE
797,Screen result is very bad,NEGATIVE
798,very nice sound picture clarity,POSITIVE
799,picture quality is awesome,POSITIVE
800,working was good with picture,POSITIVE
801,nice picture quality,POSITIVE
802,nice picture quality,POSITIVE
803,nice picture quality,POSITIVE
804,overall good quality picture,POSITIVE
805,Picture quality is very nice,POSITIVE
806,hd or 4k all good,POSITIVE
807,good sound picture quality,POSITIVE
808,Picture quality is really good,POSITIVE
809,picture quality is superawesome,NEUTRAL
810,Best pictures,POSITIVE
811,Nice pictures,POSITIVE
812,sounds good picture,POSITIVE
813,nice picture quality,POSITIVE
814,picture quality is nice,POSITIVE
815,picture clarity is not the best,NEGATIVE
816,This kind of picture quality at this price is something,NEUTRAL
817,Very nice product picture quality,POSITIVE
818,very nice picture clarity is,POSITIVE
819,good picture quality,POSITIVE
820,screen mirroring doesn't properly,NEUTRAL
821,Superb picture quality,POSITIVE
822,nice picture quality,POSITIVE
823,Unable to low high brightness properly,POSITIVE
824,There is no brightness issue(mark off dymamic display),POSITIVE
825,Superb hd quality picture,POSITIVE
826,good clearity,POSITIVE
827,Picture Clarity Thanks,POSITIVE
828,picture quality also good without HD set up box,POSITIVE
829,good quality picture quality,POSITIVE
830,picture quality is also good. Use HD for better,POSITIVE
831,good clarity,POSITIVE
832,nice picture quality,POSITIVE
833,I don't see any brightness,NEGATIVE
834,Valuable for money super clarity for picture,POSITIVE
835,Picture quality Is very gud,NEUTRAL
836,Excellent picture quality,POSITIVE
837,picture quality is good could have been,POSITIVE
838,Nice picture quality,POSITIVE
839,no  installation too bad don't bay on-line,NEGATIVE
840,picture quality is also good with hd channels,POSITIVE
841,Nice picture quality,POSITIVE
842,picture quality Mi always best,POSITIVE
843,Picture Quality is great,POSITIVE
844,nice picture quality,POSITIVE
845,Picture quality super,POSITIVE
846,It is best for hd channels,POSITIVE
847,First day Review: Viewing angle is very worst,NEGATIVE
848,Best of hd,POSITIVE
849,Nice picture quality,POSITIVE
850,Nice picture quality,POSITIVE
851,Picture quality is nice it is Full HD,POSITIVE
852,Nice picture quality,POSITIVE
853,best picture quality,POSITIVE
854,Very nice hd,POSITIVE
855,Nice picture,POSITIVE
856,picture quality is very good,POSITIVE
857,nice picture,POSITIVE
858,Nice picture quality,POSITIVE
859,Picture quality is Excellent,POSITIVE
860,picture quality is good,POSITIVE
861,Picture quality is awesome,POSITIVE
862,Picture quality awesome,POSITIVE
863,Display problem,NEGATIVE
864,Superb Picture Quality,POSITIVE
865,Some time sound clarity not therePicture quality awesome,NEGATIVE
866,Super picture quality,POSITIVE
867,so good I love it Because picture,POSITIVE
868,year facing display problem,NEGATIVE
869,Very nice picture quality,POSITIVE
870,Picture quality is nice,POSITIVE
871,Good picture,POSITIVE
872,Bad performance screen,NEGATIVE
873,Excellent picture quality,POSITIVE
874,pics excellent,POSITIVE
875,Nice picture,POSITIVE
876,Superb images,POSITIVE
877,Nice picture,POSITIVE
878,super quality picture,POSITIVE
879,picture quality is far more better,POSITIVE
880,No complaints yet picture sound quality is mind blowing,NEGATIVE
881,Really good tv my first Android tv The picture quality,POSITIVE
882,Superb picture quality,POSITIVE
883,picture quality is good at this budget,POSITIVE
884,Scores better in picture quality,POSITIVE
885,Nice picture quality,POSITIVE
886,Picture quality is good,POSITIVE
887,Picture Quality is awesome,POSITIVE
888,Great picture,POSITIVE
889,best picture quality,POSITIVE
890,Screen mirror problem,NEGATIVE
891,Awesome picture quality,POSITIVE
892,good picture,POSITIVE
893,Nice picture quality,POSITIVE
894,Nice picture quality,POSITIVE
895,Picture quality is very nice,POSITIVE
896,Image quality is the best,POSITIVE
897,Amazing picture quality,POSITIVE
898,nice picture quality,POSITIVE
899,best picture quality,POSITIVE
900,Nice  picture,POSITIVE
901,Nice picture quality,POSITIVE
902,Screen cast problem,NEGATIVE
903,Picture quality is excellent,POSITIVE
904,picture quality was good you enjoy complete HD,POSITIVE
905,picture quality also nice,POSITIVE
906,picture quality awesome,POSITIVE
907,picture quality is very good am so happy,POSITIVE
908,Nice picture quality,POSITIVE
909,Nice picture,POSITIVE
910,to use pen drive video sound quality very worst,NEGATIVE
911,picture also Good,POSITIVE
912,slowPicture clarity is not good,POSITIVE
913,Picture quality is awesome,POSITIVE
914,excellent picture quality,POSITIVE
915,best picture quality,POSITIVE
916,super picture,POSITIVE
917,Picture quality is very good,POSITIVE
918,best picture quality,POSITIVE
919,Picture quality is excellent,POSITIVE
920,Nice HDR,POSITIVE
921,Best quality of picture,POSITIVE
922,Connectivity is good picture quality,POSITIVE
923,Awesome experience in terms of picture quality,POSITIVE
924,The led is great snd the picture quality,POSITIVE
925,"Overall,picture quality is nice",POSITIVE
926,Picture quality best,POSITIVE
927,Nice picture,POSITIVE
928,nice display,POSITIVE
929,picture quality is nice,POSITIVE
930,nice picture,POSITIVE
931,picture quality is nice,POSITIVE
932,Best Picture,POSITIVE
933,Picture quality awesome,POSITIVE
934,Picture quality super,POSITIVE
935,good pic quality,POSITIVE
936,best products 100  clear HD,POSITIVE
937,Good picture Quality,POSITIVE
938,MI team should improve its screen cast,POSITIVE
939,Nice picture quality,POSITIVE
940,pros: picture quality is very good,POSITIVE
941,Nice picture quality,POSITIVE
942,Nice picture quality,POSITIVE
943,Nice picture quality,POSITIVE
944,best picture,POSITIVE
945,Nice picture quality,POSITIVE
946,This TV is awesome picture quality,POSITIVE
947,nice picture quality,POSITIVE
948,picture quality is nice,POSITIVE
949,DTS effects are awesome,POSITIVE
950,Nice LCD,POSITIVE
951,excellent picture,POSITIVE
952,nice pic clarity,POSITIVE
953,picture quality superb,POSITIVE
954,fine quality pictures,POSITIVE
955,nice viewing in hd,POSITIVE
956,Working nice with reasonable picture quality,POSITIVE
957,Too Good for 4K quality videos,POSITIVE
958,nice picture,POSITIVE
959,Display verry bad,NEGATIVE
960,I love this mi tv picture quality is nice,POSITIVE
961,Good picture,POSITIVE
962,Good picture,POSITIVE
963,Picture quality excellent,POSITIVE
964,nice picture quality,POSITIVE
965,The Picture quality is excellent,POSITIVE
966,Sound Picture quality,NEUTRAL
967,Awesome picture,POSITIVE
968,awesome picture,POSITIVE
969,awesome picture quality,POSITIVE
970,awesome picture,POSITIVE
971,super hd,POSITIVE
972,Nice picture,POSITIVE
973,awesome picture,POSITIVE
974,super picture quality,POSITIVE
975,HD QUALITY SUPERB,POSITIVE
976,always the bestGreat picture,NEUTRAL
