,0,1,2
597,sound,good quality pictures,POSITIVE
598,quality,"Picture, sound quality",NEUTRAL
599,good,this price superb clarity,POSITIVE
600,nice,The very nice product picture quality,POSITIVE
601,picture,Dont expect more about display,NEUTRAL
602,love,picture quality  very good,POSITIVE
603,android,issue i am facing is if i continue watching video,NEUTRAL
604,good,nice picture quality,POSITIVE
605,specification,picture quality is very nice if the content is HD,POSITIVE
606,sound,Brightness might be low,POSITIVE
607,quality,picture quality very good sound also good connectivity fast,POSITIVE
608,good,middle class people's dream to get big screen size,POSITIVE
609,price,sound is quite nicepicture quality is good,POSITIVE
610,good,Awesome product picture quality is good,POSITIVE
611,excellent,Good  picture,POSITIVE
612,picture,sound is good clearity,POSITIVE
613,quality,picture quality with smart,POSITIVE
614,good, android tv in this range ðð¼ï¸ Picture: qual,NEUTRAL
615,sound,picture quality is awesome thanks,POSITIVE
616,best,good with good picture quality,POSITIVE
617,price,very bad quality for pictures not buy,NEGATIVE
618,really,good product I have too good display a HD,POSITIVE
619,awesome The,TV picture quality soo good,POSITIVE
620,had,Because this TV don't have Screen cast (screen mirroring) option,NEUTRAL
621,features,have face the screen cast problem,NEGATIVE
622,is,"picture quality is excellent,,,sound quality is good",POSITIVE
623,very,Although I have seen people writing about low brightness,POSITIVE
624,good,high brightness.- picture quality is excellent,POSITIVE
625,rate,d panel of the this Led is worst. ,NEGATIVE
626,reasonable,AUDIO VIDEO sync problem,NEGATIVE
627,nice,to set up your TV picture settings for best quality,POSITIVE
628,pic,good to see such a HD,POSITIVE
629,quality,video quality is poor,NEGATIVE
630,worth,picture quality is awesome,POSITIVE
631,of,Very nice picture quality,POSITIVE
632, Money Good,Amazing picture quality with good,POSITIVE
633,sound,picture quality full on HD,NEUTRAL
634, Quality Good,Picture quality is good,POSITIVE
635,picture,Nice picture quality with HD,POSITIVE
636,quality,Picture quality is good,POSITIVE
637,connection,Hd quality is best,POSITIVE
638,to,Good Quality display HD content,POSITIVE
639,is,good TV with very good picture quality,POSITIVE
640,very,nice  TV  amazing  full clarity  screen,POSITIVE
641,light,picture quality nice,POSITIVE
642,weights,Nice  picture quality,POSITIVE
643,good,nice picture,POSITIVE
644,quality,There is Avery excellent clearity,POSITIVE
645,screen,Best  picture,POSITIVE
646,superb,Display problems,NEGATIVE
647,sound,Screen is worst,NEGATIVE
648,installation,excellent picture quality,POSITIVE
649,very,Beautiful clarity with great,POSITIVE
650,fast,Screen cast not working,NEUTRAL
651,middle,Excellent picture quality,POSITIVE
652,class,Purchase a HD DTH setup Box for best Picture Quality,POSITIVE
653,picture,Don't expect Sony picture quality,NEUTRAL
654,reality,Nice clarity,POSITIVE
655,is,Excellent picture quality,POSITIVE
656,super,One of the best HD,POSITIVE
657,nice,Awesome products premium picture quality,POSITIVE
658,value,want to have good image then don't think for it,POSITIVE
659,of,product good quality image,POSITIVE
660,money,Picture quality are amazing,POSITIVE
661,awesome,picture clarity superb,POSITIVE
662,product,good performance for mi full hd,POSITIVE
663,at,PICTURES quality is awesome,POSITIVE
664,this,picture quality is superb,POSITIVE
665,price,led is very good performance the picture quality,POSITIVE
666,picture,Picture quality is awesome,POSITIVE
667,quality,Awesome picture quality,POSITIVE
668,is,Picture quality is awesome,POSITIVE
669,good,picture quality is really good,POSITIVE
670,sound,Good picture quality,POSITIVE
671,is,product hd quality anybody's want book now good hd pictures,POSITIVE
672,nice,low budget tv with good picture quality,POSITIVE
673,overall,Very nice picture quality,POSITIVE
674,super,Very nice picture quality,POSITIVE
675,produce,Picture quality superb,POSITIVE
676,good,Picture quality is good,POSITIVE
677,value,Picture engine is good,POSITIVE
678,picture,Picture quality is good,POSITIVE
679,quality,awesome picture quality with good,POSITIVE
680,is,Very Nice picture quality,POSITIVE
681,good,Great picture qualityGood sound clearity,POSITIVE
682,this,Super  clarity,POSITIVE
683,range,Picture quality is really good,POSITIVE
684,free,Awesome picture quality,POSITIVE
685,installation,Awesome picture quality,POSITIVE
686,best,picture quality awesome,POSITIVE
687,android,Screen cast problem,NEGATIVE
688,experience,after 4 months of  usage its getting display,NEUTRAL
689,tov,Video Quality Superb ð Overall Performanc,POSITIVE
690,nice,good soun very good pictures,POSITIVE
691,sound,picture quality was great,POSITIVE
692,quality,picture quality very nice,POSITIVE
693,nice,Image quality is not so good,NEGATIVE
694,picture,Hard to connect screen cast,NEGATIVE
695,product,Nice picture quality,POSITIVE
696,is,Nice picture quality,POSITIVE
697,good,It is the best choice in this price range picture,POSITIVE
698,picture,pictures is very nice,POSITIVE
699,quality,Best hd pictures,POSITIVE
700,is,Very slow connectivity pls improve picture quality,POSITIVE
701,good,sounds good  picture,POSITIVE
702,sound,nice picture quality,POSITIVE
703,quality,Display quality very poor,NEGATIVE
704,is,the mi 4a tv is performing wellthe picture,NEUTRAL
705,good,picture quality very nice,POSITIVE
706,but,Excellent picture quality,POSITIVE
707,delivery,Picture quality is also very nice,POSITIVE
708,utv,nice picture quality,POSITIVE
709,is,Nice picture,POSITIVE
710,good,performance Extremely GoodBrightness,NEUTRAL
711,best,Wonderful Smart TV with best picture quality,POSITIVE
712,budget,Only one problem screen sharing not working,POSITIVE
713,to,nice picture quality,POSITIVE
714,and,mi tv nice picture quality,POSITIVE
715,picture,Best picture quality,POSITIVE
716,quality,best combo tata sky hd,POSITIVE
717,is,very nice picture quality,POSITIVE
718,good,MIpicture quality is awesome,POSITIVE
719,head,full HD so nice,POSITIVE
720,phone,Awesome High Definition Picture Quality,POSITIVE
721,out,nice quality of picture,POSITIVE
722,available,picture clarify is very nice,POSITIVE
723,internet,picture quality for this price is really good,POSITIVE
724,works,excellent picture quality,POSITIVE
725,fine,picture quality is perfect on HD,POSITIVE
726,if,display quality very bad,NEGATIVE
727,anyone,nice pic qualityI am satisfied,POSITIVE
728,in,Good picture quality,POSITIVE
729,budget,Nice picture quality,POSITIVE
730,good,Wonderful picture quality at an affordable,POSITIVE
731,picture,can't expect very good quality pictures,NEGATIVE
732,quality,HD video very good also TV have good sound quality,POSITIVE
733,enjoying,Excellent picture quality,POSITIVE
734,its,Pictures quality are very good,POSITIVE
735,amazing,is best for picture,POSITIVE
736,features,picture quality not upto the mark,NEUTRAL
737,excellent,The picture quality is superb,POSITIVE
738,installation,value for money in every aspect:great picture quality,POSITIVE
739,and,Excellent picture quality,POSITIVE
740,accessibility,nice clarity,POSITIVE
741,nice,screen mirror ing problem,NEGATIVE
742,product,picture quality is very nice,POSITIVE
743,good,Picture quality really good,POSITIVE
744,picture,Picture quality is excellent,POSITIVE
745,quality,best Led tv  superb picture quality,POSITIVE
746,but,good picture quality,POSITIVE
747,screen,Awesome android hd tv in budget,POSITIVE
748,just,Nice picture Quality,POSITIVE
749,problem,Best in class with best picture quality,POSITIVE
750,flew,screen mirror is not working,NEUTRAL
751,mobile,ï¿½......awesome ,NEUTRAL
752,but,Picture quality is overall good not upto the best,NEGATIVE
753,overall,Picture clarity is amazing,POSITIVE
754,nice,one problem brightness,NEGATIVE
755,picture,picture quality is Goodconnectivity very fast,NEUTRAL
756,nice,nice picture Quality,POSITIVE
757,sounds,Bindas picture qualitygood,NEUTRAL
758,i,Over all good tv good picture quality,POSITIVE
759,screen,Display quality : Too good,POSITIVE
760,quality,One of the best 40inch full HD,POSITIVE
761,good,quality nice picture,POSITIVE
762,awesome,amazing picture quality good,POSITIVE
763,product,nice picture quality,POSITIVE
764,good,nice product picture quality,POSITIVE
765,picture,picture quality  Good  android support,POSITIVE
766,quality,good behaviour of installation engineer picture quality,POSITIVE
767,price,picture quality is not soo good,NEGATIVE
768,is,Nice picture quality,POSITIVE
769,best,nice picture quality,POSITIVE
770,really,nice picture quality,POSITIVE
771,value,Best TV in this range in term of Picture quality,POSITIVE
772,for,very nice picture,POSITIVE
773,money,Great voice nice picture,POSITIVE
774,picture,picture quality good,POSITIVE
775,quality,"superb, image quality",POSITIVE
776,is,it has nice connectivityNice picture quality,POSITIVE
777,good,Awesome Mi Android tv picture quality,POSITIVE
778,sound,loved it picture quality was good,POSITIVE
779,is,awesome picture quality,POSITIVE
780,good,awesome pictures,POSITIVE
781,very,picture quality ok sound quality is good,POSITIVE
782,awesome,Picture quality is fine with good,POSITIVE
783,product,awesome picture quality,POSITIVE
784,i,it came with little bit scratch on screen,NEUTRAL
785,like,Picture quality is awesome,POSITIVE
786,it,Picture quality is ok,POSITIVE
787,picture,Picture quality so poor cant ever compare with other TV,NEGATIVE
788,quality,Awesome product mostly users are saying about picture quality but trust me friends it's awesome grate picture quality,POSITIVE
789,very,wao awesome picture quality full hd,POSITIVE
790,nice,easy to use Great picture quality,POSITIVE
791,nice,display is awesome,POSITIVE
792,sound,my tv is display problem,NEGATIVE
793,nice,picture quality is ok,POSITIVE
794,picture,After one month daily Mi tv showing picture quality,NEUTRAL
795,quality,wow just awesome good pictures,POSITIVE
796,mi,Picture quality- Perfect,POSITIVE
797,the,Screen result is very bad,NEGATIVE
798,best,very nice sound picture clarity,POSITIVE
799,led,picture quality is awesome,POSITIVE
800,to,working was good with picture,POSITIVE
801,ever,nice picture quality,POSITIVE
802,best,nice picture quality,POSITIVE
803,picture,nice picture quality,POSITIVE
804,quality,overall good quality picture,POSITIVE
805,sound,Picture quality is very nice,POSITIVE
806,also,hd or 4k all good,POSITIVE
807,very,good sound picture quality,POSITIVE
808,good,Picture quality is really good,POSITIVE
809,in,picture quality is superawesome,NEUTRAL
810,this,Best pictures,POSITIVE
811,range,Nice pictures,POSITIVE
812,best,sounds good picture,POSITIVE
813,quality,nice picture quality,POSITIVE
814,product,picture quality is nice,POSITIVE
815,is,picture clarity is not the best,NEGATIVE
816,goodpicture,This kind of picture quality at this price is something,NEUTRAL
817,quality,Very nice product picture quality,POSITIVE
818,awesomevalue,very nice picture clarity is,POSITIVE
819,for,good picture quality,POSITIVE
820,money,screen mirroring doesn't properly,NEUTRAL
821,value,Superb picture quality,POSITIVE
822,for,nice picture quality,POSITIVE
823,money,Unable to low high brightness properly,POSITIVE
824,small,There is no brightness issue(mark off dymamic display),POSITIVE
825,price,Superb hd quality picture,POSITIVE
826,best,good clearity,POSITIVE
827,picture,Picture Clarity Thanks,POSITIVE
828,quality,picture quality also good without HD set up box,POSITIVE
829,must,good quality picture quality,POSITIVE
830,buy,picture quality is also good. Use HD for better,POSITIVE
831, P I C T U R E,good clarity,POSITIVE
832, Q U A L I T Y,nice picture quality,POSITIVE
833,is,I don't see any brightness,NEGATIVE
834, A W E S O M E,Valuable for money super clarity for picture,POSITIVE
835, A N D,Picture quality Is very gud,NEUTRAL
836, N I C E,Excellent picture quality,POSITIVE
837, S O U N D,picture quality is good could have been,POSITIVE
838, P A I S A,Nice picture quality,POSITIVE
