,0,1,2,,
315,...Colour of mobile near back camera is broken off,Colour of mobile near back camera,POSITIVE,,
316,"...Camera very poor,, redmi 8 not smart,, pls don't punches my friends","Camera very poor,, redmi 8 not smart",NEGATIVE,,
317,...Nice one I loved it..gud camera quality and gud sound clarity,gud camera quality,POSITIVE,,
318,...Bad camera,Bad camera,NEGATIVE,,
319,...Battery backup ðððCon:-1. Average display2. Front camera average3. Pubg run smoothly but low sett,2. Front camera aver,NEGATIVE,,
320,...gammers. If you just like internet surfing and little bit photo maniac. Then this one is for you. Negative point,little bit photo maniac,NEGATIVE,,
321,...Nice pic,Nice pic,POSITIVE,,
322,...it's very bad.. The battery is amazing and the camera is average,the camera is average,POSITIVE,,
323,...Display is not HD maximum support is of 720p.Camera is also no good.,Camera is also no good,NEGATIVE,,
324,"...I am not satisfied camera quality, very bad camera quality and everything is good and fine",bad camera quality,NEGATIVE,,
325,...Camera quality is poor,Camera quality is poor,NEGATIVE,,
326,...Camera quality is very bad,Camera quality is very bad,NEGATIVE,,
327,...price range. Good battery backup and design. Camera is average. Back panel is not glass but made up of,Camera is average,POSITIVE,,
328,...Bad camera quality,Bad camera quality,NEGATIVE,,
329,...Camera and display can be better,Camera and display can be better,POSITIVE,,
330,"...8,acutally its really cool on this price,and camera looks good,but it have only 2 rear cameras,front cam also better to me.","camera looks good,but it have only 2 rear cameras,front cam also better",POSITIVE,,
331,...everything fine but the camera(both) and back panel is the worst quality,everything fine but the camera,NEGATIVE,,
332,...One the worst phone  in Rs9999. Camera and performance is very bad. It's working very slow. Only battery is,Camera and performance is very bad,NEGATIVE,,
333,...Nice Phone little bit high cost as per features.,Nice Phone little bit high cost as per features,NEGATIVE,,
334,"...Good product. Looks beautiful, battery and camera are good, good product value for money.",camera are good,POSITIVE,,
335,...with phone calls doing a pretty good job. Camera is somewhat good especially doing a good job in daylight,Camera is somewhat good,POSITIVE,,
336,"...Not at all bad for this price,  but wish camera had been than mediocre",wish camera had been than mediocre,POSITIVE,,
337,"...Camera is quite good, it works very smooth and according to the",Camera is quite good,POSITIVE,,
338,...Nice phone with good battery and camera and also a budget phone witchSatisfy your,Nice phone with good battery and camera,POSITIVE,,
339,...The camera quality could be a little better but other than that it is,The camera quality could be,POSITIVE,,
340,...mobile in low priceBattery backup is best Camera is best,Camera is best,POSITIVE,,
341,"...512 gb very good in segment below 10000.Camera is  very average compare to letv 1s eco as my last phone. Other than camera,",Camera is  very average compare to letv,POSITIVE,,
342,...Price little bit highà¥¤.Average phone in normal price,Price little bit highà¥¤.Average phone in normal price,NEUTRAL,,
343,...Received yesterday morning. So far good. Camera is good for selfie. Back camera not much good. Still ok for,Camera is good for selfie,POSITIVE,,
344,"...A very excellent product from mi, the camera is very good, the battery backup is very good, performance",camera is very good,POSITIVE,,
345,"...Okay but Display not HD  Bettery good camera poor performance Bettery,Ram,rom, okay mobile prossing poor. sound",Display not HD  Bettery good camera poor performance Bettery,NEGATIVE,,
346,...Camera is good,Camera is good,POSITIVE,,
347,...Do not buy..not worth the price..very bad camara,bad camara,NEGATIVE,,
348,...Osm camera and battery is very good,Osm camera,POSITIVE,,
349,"...at 8,999 /-Display is not upto mark.Camera is poor in low lighting condition.Phone lags here",Camera is poor,NEGATIVE,,
350,...Camera quality is poor,Camera quality is poor,NEGATIVE,,
351,...After using 5 days the phone is good. But rate is little bit high and Adapter is heating with in 15 minutes,rate is little bit high,NEGATIVE,,
352,...Awesome but ..... camera is little bit poor,camera is little bit poor,NEGATIVE,,
353,...Nice pic,Nice pic,POSITIVE,,
354,...Rear camera is so badð£,Rear camera is so badð£,NEGATIVE,,
355,...Good pic,Good pic,POSITIVE,,
356,...Phone looks classy specially the back.The Camera is just good.The Battery Backup is great.Charging is,Camera is just good,POSITIVE,,
357,...Nice pic,Nice pic,POSITIVE,,
358,...productBoth cameras are unsatisfied for me If you want a good phone  without a good camera you can buy it blindly,If you want a good phone  without a good camera you can buy it blindly,POSITIVE,,
359,"...Camera quality is very poor,,, I wanted to replace but They didn't,,",Camera quality is very poor,NEGATIVE,,
360,...If you are looking for better camera don't buy thisBattery is too good,If you are looking for better camera don't buy this,NEGATIVE,,
361,...design Camera should have been better .......not really satisfied with the camera quality... Tqu flipcart,not really satisfied with the camera quality,NEGATIVE,,
362,...Camera is goodNot satisfied with its size.Smart look.Battery life,Camera is goodNot satisfied,POSITIVE,,
363,...Camera quality is really bad. Not as expected. The clarity is low. Apart,Camera quality is really bad,NEGATIVE,,
364,...Camera performance is so poor. Rear camera nothing ..... Oveall,Camera performance,NEGATIVE,,
365,"...pubg,free fire plz don't buy this phone Very bad phone no good camera.4GB 64GB is only for name its of no use",Very bad phone no good camera,NEGATIVE,,
366,"...Average camera, struggle to auto focus, good battery backup,",Average camera,POSITIVE,,
367,...Product is good also RAM & ROM but Camera quality is little bit poor but it's value for money,Camera quality is little bit poor,NEGATIVE,,
368,...I thought its right time to review..1.)Camera looks very dull (2/5)2.)Battery life is preety good(4.5/5),)Camera looks very dull,NEGATIVE,,
369,...working good but charging little bit slow comparing to other models its working good.,charging little bit slow comparing to other models its working good,NEGATIVE,,
370,"...Good phone, camera quality could be better...",camera quality could be,NEUTRAL,,
371,...1.Best under 10k budget segment mobile2.Camera is average performance3.Good battery backup but charger,Camera is average,POSITIVE,,
372,...Mobile is good but back camera is very bad,back camera is very bad,NEGATIVE,,
373,...price to worth product but camera is very poor,camera is very poor,NEGATIVE,,
374,...Phone is good but camera quality is too bad Battery is 5000mah powerfull battery backup,camera quality is too bad,NEGATIVE,,
375,...Beautiful phone ! Avarage camera but great quality video recording. touchwood has been working great highly,great quality video recording,POSITIVE,,
376,...camera Quality is poor .....but others are all right in this price,camera Quality is poor,NEGATIVE,,
377,"...Overall good product, but camera quality is very poor.",camera quality is very poor,NEGATIVE,,
378,...best camera perform ð¤,best camera perform ð¤,POSITIVE,,
379,...Camera quality very Poor. Please don't purchase this phone camera performance and processor very bad.... But also cannot,Camera quality very Poor. Please don't purchase this phone camera performance,NEGATIVE,,
380,...Camera is perfect,Camera is perfect,POSITIVE,,
381,"...Nice Set, Smooth Function, Front Camera Not So Good But Its Okey , Real Camera Is Good ,Dark",Front Camera Not So Good,NEGATIVE,,
382,...Camera is the best quality and best phone system.,Camera is the best,POSITIVE,,
383,...camera is in middle which looks makes betterCamera is good Selfie ð¤³ is also goo,Camera is good,POSITIVE,,
384,...Front camera ..utttar flap than starting smartphone s,Front camera,NEUTRAL,,
385,...Only thing you can't take slow-motion videos. But overall good,Only thing you can't take slow-motion videos,NEGATIVE,,
386,...Nice phone battery pack up and display rear camera very good but fornt camera ok....,display rear camera very good,POSITIVE,,
387,"...Really nice product. I love it. Camera and display clarity is very good, packing is nice and all over performance",Camera and display clarity is very good,POSITIVE,,
388,...Good camera a bit slow,Good camera a bit slow,POSITIVE,,
389,...Awesome camera,Awesome camera,NEUTRAL,,
390,...Camera is very poor. Do not go for it if you are looking for,Camera is very poor,NEGATIVE,,
391,...Good camera,Good camera,NEUTRAL,,
392,"...backup , awsm sound quality, large display , camera is average anyway its nice and aswm for this price",camera is average,POSITIVE,,
393,...Decent product for average use. Camera is good but not best as compared to this price segment,Camera is good,POSITIVE,,
394,...Camera quality is best with this range. Value for Money and Its,Camera quality is best,POSITIVE,,
395,...This is valuable product.  And awesome camera quality is good . Battery backup is almost good And phone,awesome camera quality is good,POSITIVE,,
396,...Most liked product good camera quality,Most liked product good camera quality,POSITIVE,,
397,...Battery bacup is very good camera  quality is week,Battery bacup is very good camera  quality is week,POSITIVE,,
398,"...No value for money, Poor camera.. Redmi always disappointed..",Poor camera,NEGATIVE,,
399,"...Expecting for future update like android 10, slow motion camera",slow motion camera,NEGATIVE,,
400,...Gud camara,Gud camara,POSITIVE,,
401,...Heating issues are there with a little use. Camera is worst.,Camera is worst,NEGATIVE,,
402,...very slow almost 5 hour to full charge3 Worst camera,3 Worst camera,NEGATIVE,,
403,...very awesome mobile and I like it and the camera is very impressive and the battery is very nice and I like,camera is very impressive,POSITIVE,,
404,...snapdragon and redmi its really good.The camera is ok for that range battery is also  very good,camera is ok,POSITIVE,,
