Causal Phrase,Sentiment,,
Camera very good,POSITIVE,,
phones best camera best colour phone I like it phone,POSITIVE,,
Camera quality is good,POSITIVE,,
Great performance good camera quality,POSITIVE,,
Camera quality is poor,NEGATIVE,,
camera quality is good,POSITIVE,,
Camara also is well good,POSITIVE,,
camara bad,NEGATIVE,,
camera is also good,POSITIVE,,
Amazing camera,NEGATIVE,,
Camera is also goo,NEUTRAL,,
Very good camera quality,POSITIVE,,
Nyc phone camera super,POSITIVE,,
Camera & Battery is good,POSITIVE,,
Awesome camera,NEGATIVE,,
camera quality is very poor,NEUTRAL,,
Camera is OK,POSITIVE,,
Camera is average,POSITIVE,,
go to normal mode again,NEUTRAL,,
Camera is decent,NEGATIVE,,
really value of money super mobile I am purchased black awesome look fingerprint very fast nive mobile camera normal battery very long life totally 4.5 my rating,POSITIVE,,
better camera,POSITIVE,,
Little bit thick,NEUTRAL,,
Camera is awesome,POSITIVE,,
front camera is very bad,NEGATIVE,,
Nice pic,NEUTRAL,,
awesome camera quality,NEUTRAL,,
battery backup  rear camera seems gud  front little bit low any ways value of money best mobile ever for this range of ra,POSITIVE,,
Camera quality very bad,NEGATIVE,,
Camera is better,POSITIVE,,
Good camera,POSITIVE,,
budget phone with decent camera,POSITIVE,,
Good in performance and camera,NEUTRAL,,
AWESOME FOR CAMERA,POSITIVE,,
good camera,POSITIVE,,
camera quality is also good,POSITIVE,,
Camera works perfectly,POSITIVE,,
It was little bit amazing experience with REDMI,POSITIVE,,
camera is also fine,POSITIVE,,
good camera  Snapdragon 439 not good,POSITIVE,,
Nice picture,NEUTRAL,,
Finger Print Sensor is little bit slower than MI's other models,POSITIVE,,
Awesome camera,NEUTRAL,,
Very good camera very nice,POSITIVE,,
Nice pic,NEUTRAL,,
In this range Redmi 8 is the perfect phone with good camera,POSITIVE,,
Good camera,POSITIVE,,
nice pic,NEUTRAL,,
the battery backup is little bit nice,POSITIVE,,
Good mobile phone Nice pic ,POSITIVE,,
Nice pic,NEUTRAL,,
dual camera,NEUTRAL,,
Worst camera,NEUTRAL,,
Camera is very Poor Quality,NEGATIVE,,
Camera is not good compare to other brands,NEGATIVE,,
Camera is very bad,NEGATIVE,,
Average camera,NEGATIVE,,
Camera is Good,POSITIVE,,
. Camera quality also go,NEGATIVE,,
Camera quality is good,POSITIVE,,
camera is good,POSITIVE,,
excellent camera,POSITIVE,,
camera quality is nice,POSITIVE,,
"Very good product, camera clarity",POSITIVE,,
Nice pic,NEUTRAL,,
Price little bit high need some improvement,POSITIVE,,
camera is little bit of low quality,NEGATIVE,,
Best camera,NEUTRAL,,
Camera is good,POSITIVE,,
"ery, good c",POSITIVE,,
camera could be more better,POSITIVE,,
Nice picture,NEUTRAL,,
very good camera,POSITIVE,,
Camera is bad,NEGATIVE,,
Camera is very very bad,NEGATIVE,,
camera is average,POSITIVE,,
camera quality is poor,NEGATIVE,,
Camera should have been more powerful for capturing good images specially from a distance,POSITIVE,,
Average camera both front,NEUTRAL,,
Camera is average,POSITIVE,,
camera quality is very poor,POSITIVE,,
Cemra is good long beteary powar,POSITIVE,,
Nice camera quality,NEGATIVE,,
Camera quality is too good,POSITIVE,,
Nice pic,NEUTRAL,,
Nice camara quality,NEUTRAL,,
It's really a nice phone with a good camera quality,POSITIVE,,
Camera quality is osm,POSITIVE,,
camera all are reaily good i used redmi 3s redmi 4,POSITIVE,,
Camera is decent,NEGATIVE,,
Good quality and sapper battery and camera,NEUTRAL,,
camera performance is so poor,NEGATIVE,,
Pic Quality is Awesome,POSITIVE,,
Very good photo,POSITIVE,,
Omc  supar camara,NEUTRAL,,
camera is average,POSITIVE,,
good cemera Quality,POSITIVE,,
Camera is open,NEGATIVE,,
Nice pic,NEUTRAL,,
Good phone but camera is not good,NEGATIVE,,
littile bit hanging while using for a long time,POSITIVE,,
camera is the worst,POSITIVE,,
camera is not good in low light,POSITIVE,,
Camera could be much better,POSITIVE,,
Nice pic,NEUTRAL,,
back camera is excellent with Google camera,POSITIVE,,
I I think good product under 10000 rupees good camera,POSITIVE,,
Better camera,POSITIVE,,
"is good, Camera",POSITIVE,,
camera was Good Battery Backup Best,POSITIVE,,
NICE PHONE CAMERA IS VERY EXCELLENT THANK YOU FLIPKART,POSITIVE,,
Good camera in Mony under 8000,NEUTRAL,,
camera can be better than this,POSITIVE,,
Camera is good,POSITIVE,,
Camera is also good,POSITIVE,,
above average camera,POSITIVE,,
Readme 8 phone very good camera,POSITIVE,,
Camera is Ok,POSITIVE,,
after using 7-8 day's I have noticed that the processor is little bit disappointed to me after few months it's maybe causing the lot's of problems overall everything is good as well as battery backup is too good,POSITIVE,,
Camera Good,POSITIVE,,
the back camera is awsome blossom,POSITIVE,,
Nice pic,NEUTRAL,,
awesome camera,POSITIVE,,
bad camera quality at dim light,NEGATIVE,,
Good camera,POSITIVE,,
Camera is great,POSITIVE,,
Excellent camera quality,NEUTRAL,,
Good product and camera,POSITIVE,,
Good to see such great phone with good camera,POSITIVE,,
Camera & sound quality is good,POSITIVE,,
camara is bad,NEGATIVE,,
Back camera 40% good,POSITIVE,,
Camera is below than average specially in low light,NEGATIVE,,
Camera quality is too poor,NEGATIVE,,
Camera quality is poor,NEUTRAL,,
screen is also average camera is average,NEUTRAL,,
Good photo,NEUTRAL,,
nice product with good camera,POSITIVE,,
Camera is ok,POSITIVE,,
very nice  pic,POSITIVE,,
Worst camera,NEGATIVE,,
camera is bad,NEGATIVE,,
Best camera,POSITIVE,,
camera quality is also nice,POSITIVE,,
camera is average,POSITIVE,,
Back camera ok,NEUTRAL,,
camera quality very bad,NEGATIVE,,
camera is decent,POSITIVE,,
perfect camera at this price range,POSITIVE,,
Awesome camera ,NEUTRAL,,
Awesome Phone but camera quality not Well,NEUTRAL,,
Good camera heavy ,NEUTRAL,,
rear camera clarity,POSITIVE,,
camera is worst,NEUTRAL,,
Camera performance also nice,POSITIVE,,
very best fone but camera is avereg,POSITIVE,,
good camera,POSITIVE,,
Camera is so cool,POSITIVE,,
Back camara is good,POSITIVE,,
Good Camera,NEGATIVE,,
camera could have been better,POSITIVE,,
average camera,POSITIVE,,
camera fully bad,NEGATIVE,,
awesome performance very nice battery life good camera quality,POSITIVE,,
Rear camera is good phone also looks good,POSITIVE,,
camera is ok,POSITIVE,,
Good Phone but Camera clarity is below par comparing to my previous Micromax mobile,POSITIVE,,
camera quality is awesome,POSITIVE,,
I love camera of this phone osm camera,POSITIVE,,
very bad camera,NEGATIVE,,
"Camera works like superb, Battery life around 2 days if limited usage",POSITIVE,,
camera quality very good,NEUTRAL,,
camera quality very bad,NEGATIVE,,
"is good, camera quality",POSITIVE,,
camera is too bad,NEGATIVE,,
oow superb camera,POSITIVE,,
good camera 10/84,POSITIVE,,
Camera is too good,POSITIVE,,
Camera is average,NEUTRAL,,
Little bit slow need more fast,NEUTRAL,,
Camera is worst,NEGATIVE,,
Good Camera Battery Back Up Decent Camera,POSITIVE,,
nice pic,NEUTRAL,,
Little bit weight,NEUTRAL,,
Good camera,NEUTRAL,,
main cemra best,POSITIVE,,
Awesome camera,NEUTRAL,,
best camera for MI Mobile,POSITIVE,,
Camera Is Superb,POSITIVE,,
Awesome camera,POSITIVE,,
The mi 8 is amazing its camera is good quality,POSITIVE,,
. Decent came,POSITIVE,,
Nice pic,NEUTRAL,,
good camera,POSITIVE,,
after treblesooting it's performance is too bad camera is not working,NEGATIVE,,
camera clearity is good,POSITIVE,,
Camera is average,POSITIVE,,
Battrey becup goood camera not good,NEGATIVE,,
Mobile Photography,NEUTRAL,,
best camera,NEUTRAL,,
very excellentð camera,NEUTRAL,,
average camera,NEGATIVE,,
Good Camera Quality,NEUTRAL,,
Average camara,POSITIVE,,
For a xiomi phone I was expecting a better camera than this,POSITIVE,,
just good camera not interest,POSITIVE,,
good mobile but camera not good,NEGATIVE,,
Camera should have been better,POSITIVE,,
camera is very good,POSITIVE,,
camera is good,NEGATIVE,,
good camera,POSITIVE,,
front camera good,POSITIVE,,
Best camera,NEUTRAL,,
Camera quality is super as I can expect from a 12 + 2 MP dual rear camera,POSITIVE,,
average camera,NEUTRAL,,
awesome mobile good display also camera quality also good,POSITIVE,,
Rear camera is good,POSITIVE,,
camera is good,POSITIVE,,
nice pic,NEUTRAL,,
Bad camera,NEUTRAL,,
nice pic,NEUTRAL,,
e 8 camera Is Excel,POSITIVE,,
camera is very bad,NEGATIVE,,
Front camera is very bad,NEGATIVE,,
camera awesome,POSITIVE,,
camera is good,POSITIVE,,
camera is little bit low,POSITIVE,,
selfie camera not good,NEGATIVE,,
camera quality is very poor,POSITIVE,,
avarage camara,POSITIVE,,
the camera could have been better,POSITIVE,,
best ph camera,NEUTRAL,,
good camera,POSITIVE,,
The camera should have been better,POSITIVE,,
Front camera is of below average quality,NEGATIVE,,
camera performance is good,NEGATIVE,,
Camera & sound quality is good,POSITIVE,,
camera good,POSITIVE,,
camera is average,POSITIVE,,
Camera is average,POSITIVE,,
camera is also good,POSITIVE,,
gud camera,POSITIVE,,
Awesome pics,NEUTRAL,,
nice pic,NEUTRAL,,
Camera Quality is Great,POSITIVE,,
This phone lag little bit,NEGATIVE,,
camera is bad,NEGATIVE,,
Camera is average,POSITIVE,,
Camera is Ok,POSITIVE,,
camera is gud,NEUTRAL,,
Superb camera,POSITIVE,,
Camera is good,POSITIVE,,
decent camera,POSITIVE,,
Camera Superb,NEGATIVE,,
camera is exelent,NEUTRAL,,
camera is good,POSITIVE,,
camera quality very poor,NEGATIVE,,
camera could be better,POSITIVE,,
Little bit disappointed due to so many reasons,NEGATIVE,,
"camera ,very backup good",POSITIVE,,
camera quality is good,POSITIVE,,
Front camera is avg,NEGATIVE,,
This mobile is very good an excellent mobile an good camera,POSITIVE,,
awesome camera,NEUTRAL,,
good looking best camera quality,POSITIVE,,
it's very good phone for people who needs good performance with decent camera,POSITIVE,,
Bad Camera,NEUTRAL,,
super cellphone I like very much good camera,POSITIVE,,
Camera is super,POSITIVE,,
camera is poor quality,POSITIVE,,
good Camera,POSITIVE,,
camera is poor,POSITIVE,,
camera is poor,NEGATIVE,,
front camera is simply no clear picture taken,POSITIVE,,
"Product is very good, camera clarity",POSITIVE,,
camera very bad,NEGATIVE,,
the front camera is slow working,POSITIVE,,
camera quality is bad,POSITIVE,,
awesome Camera,NEUTRAL,,
it's camera & battery quality is so good,POSITIVE,,
camera is good  thanks to Flipkart,POSITIVE,,
Camera is very good,POSITIVE,,
Camera quality is good,POSITIVE,,
Nice also super display & camera,POSITIVE,,
selfie camera,NEUTRAL,,
nice Mo. & cemra quality,NEUTRAL,,
camera quality is also bad,NEGATIVE,,
camera is average,NEUTRAL,,
camera quality is too good,POSITIVE,,
one of the worst camera,NEGATIVE,,
Good camera,POSITIVE,,
good product value of money but camera is not very good,NEGATIVE,,
cemera is excellent,NEUTRAL,,
Good Camera,NEUTRAL,,
good camera,NEUTRAL,,
camera is very poor,NEGATIVE,,
good camera,POSITIVE,,
the only problem is when we disconnect the call it takes time rest the phone is superb with great camera in such low price go for it,POSITIVE,,
camera is good,POSITIVE,,
camera is very good,POSITIVE,,
excellent camera,POSITIVE,,
camera is ok,POSITIVE,,
perfect colour and camera,POSITIVE,,
camera is good in this price(13+2 mp& 8mp),again you are,camera is good,POSITIVE
camera is average,POSITIVE,,
Poor Camera quality,NEUTRAL,,
Poor quality display and camera,NEUTRAL,,
this price range is awesome display and camera want improvement over all thank you Flipkart,POSITIVE,,
superb camera i like it tqq flipkard,POSITIVE,,
front facing camera is bad,NEGATIVE,,
good back camera,NEUTRAL,,
camera is ok,POSITIVE,,
nice pic,NEUTRAL,,
super mobile better camera,POSITIVE,,
awesome camera,POSITIVE,,
good camera,POSITIVE,,
osm camera,NEUTRAL,,
Camera Good,POSITIVE,,
camera is good,POSITIVE,,
Very bad camera I not like this phone,NEGATIVE,,
Camera needs to be improved,POSITIVE,,
camera is too good also,POSITIVE,,
super camera,POSITIVE,,
Camera is just average,NEUTRAL,,
Camera quality is poor,NEGATIVE,,
good camera,NEUTRAL,,
Poor Camera Quality,NEUTRAL,,
Camera is goo,POSITIVE,,
. Camera & Battery Of this phone is better performan,POSITIVE,,
camera poor,NEUTRAL,,
camera quality is poor,NEGATIVE,,
"battery awesome,Camera also ok",POSITIVE,,
Nice pic,POSITIVE,,
awesome camera quality,POSITIVE,,
front camera is better,POSITIVE,,
If you want Good camera,POSITIVE,,
Nice looking fantastic camera,POSITIVE,,
camera is good,POSITIVE,,
real camera not clearly,NEGATIVE,,
good photo,NEUTRAL,,
camera is good,POSITIVE,,
very good camera,POSITIVE,,
very nice pic,POSITIVE,,
camera is good,POSITIVE,,
camera is avarge,NEUTRAL,,
Nice picture,NEUTRAL,,
camera is normal good,POSITIVE,,
Great Camera,NEUTRAL,,
redmi 8 good mobile camera clarity in good battery life awesome,POSITIVE,,
superb camera,NEUTRAL,,
excellent camera,NEUTRAL,,
superb camera quality,POSITIVE,,
good pic,NEUTRAL,,
front & back camera r great as well,POSITIVE,,
best cemera,POSITIVE,,
nyc picture,NEUTRAL,,
super cemera,NEUTRAL,,
cemra is good,POSITIVE,,
nice Phone in use battery backup is best camera nice,POSITIVE,,
model is vgood camera is super,POSITIVE,,
camera quality is poor,NEUTRAL,,
camera is good,POSITIVE,,
camera quality is good,NEUTRAL,,
nice because of very poor camera,POSITIVE,,
THERE FRONT CAMERA IS NOT TO THE MARK,NEGATIVE,,
Camera is good,NEUTRAL,,
there are two nagative points the first one some times little bit hanging problem,NEGATIVE,,
Camera quality very bad,NEGATIVE,,
good camera,NEUTRAL,,
Osm camera,NEUTRAL,,
very poor camera quality,NEGATIVE,,
good camara,NEUTRAL,,
Very nice pic,POSITIVE,,
Camera is good,NEGATIVE,,
front camera is poor,NEGATIVE,,
"best battery, camera 3",POSITIVE,,
littlebit beter Performance phone in 8k then go for it,POSITIVE,,
good camra,NEUTRAL,,
Camera is good,POSITIVE,,
"is too good, camera",POSITIVE,,
camera quality very bad,NEGATIVE,,
Camera was good,NEGATIVE,,
Good camer,NEUTRAL,,
touch is little bit issue,POSITIVE,,
camera is poor,NEGATIVE,,
camera is decent,NEUTRAL,,
mobile is good display good battery good camera good I am happy,POSITIVE,,
Camara is awasome,POSITIVE,,
awesome camera,NEUTRAL,,
very poor camera,NEGATIVE,,
camera quality is better,POSITIVE,,
super camera,NEUTRAL,,
CAMERA GOOD IN THIS BUDGET,POSITIVE,,
camera is poor,NEGATIVE,,
Good camara,NEUTRAL,,
very nice pic nice  model,POSITIVE,,
average camera,NEUTRAL,,
Front camera is good,POSITIVE,,
camera is good,POSITIVE,,
camera is very awesome,POSITIVE,,
camera is awesome,POSITIVE,,
most impressive camera,POSITIVE,,
camera quality is also good,POSITIVE,,
poor camera quality,NEGATIVE,,
nice picture,NEUTRAL,,
worst camera with low quality display,NEGATIVE,,
wow nice picture,POSITIVE,,
Good product & Camera,NEUTRAL,,
camera quality is good,POSITIVE,,
Camera is good,POSITIVE,,
no flash in front camera,POSITIVE,,
Camera was ok,POSITIVE,,
good camera,NEUTRAL,,
camera is awesome,POSITIVE,,
good and camera quality is gorgeous,POSITIVE,,
yes processer a little bit slow,POSITIVE,,
camera is awesome,POSITIVE,,
camera is also better,POSITIVE,,
Camera is awesome,POSITIVE,,
camra is good,POSITIVE,,
Superb Camera Quality,NEUTRAL,,
front camera images low quality,NEGATIVE,,
camera at artificial light is very bad,NEUTRAL,,
low light imaging not gud on,NEUTRAL,,
Amazing camera,POSITIVE,,
little bit slippery in hands,POSITIVE,,
Super super camera,POSITIVE,,
Camera is awesome,POSITIVE,,
Camera is good,POSITIVE,,
camera quality and Display quality is very bad,NEGATIVE,,
Best camera quality,NEUTRAL,,
poor camera,NEGATIVE,,
Camera Quality Is Best,POSITIVE,,
camera is superb,POSITIVE,,
Selfie camera is very nice,POSITIVE,,
a little bit heavy,NEUTRAL,,
performance is good camera is ok ok,POSITIVE,,
no flash for selfie camera,POSITIVE,,
